Id,light,temp1,temp2,RH1,RH2,timestamp
346,0,19.8999996185303,19.6000003814697,36.0,93.0,637180186718002655
347,0,19.7999992370605,19.6000003814697,36.0,93.0,637180186768646888
348,0,19.7999992370605,19.6000003814697,36.0,93.0,637180186819273965
349,0,19.7999992370605,19.6000003814697,36.0,93.0,637180186869900648
350,0,19.7999992370605,19.6000003814697,36.0,93.0,637180186920528049
351,0,19.7999992370605,19.6000003814697,36.0,93.0,637180186971192123
352,0,19.8999996185303,19.7000007629395,36.0,93.0,637180187021664545
353,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187072312105
354,0,19.8999996185303,19.7000007629395,36.0,93.0,637180187122938145
355,0,19.8999996185303,19.6000003814697,37.0,93.0,637180187173623814
356,0,19.7999992370605,19.6000003814697,37.0,93.0,637180187224252093
357,0,19.7999992370605,19.6000003814697,37.0,93.0,637180187274722076
358,0,19.8999996185303,19.6000003814697,37.0,93.0,637180187325350030
359,0,19.7999992370605,19.6000003814697,37.0,93.0,637180187376013459
360,0,19.8999996185303,19.6000003814697,36.0,93.0,637180187426655203
361,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187477280615
362,0,19.8999996185303,19.6000003814697,36.0,93.0,637180187527944889
363,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187578433942
364,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187629062449
365,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187679707400
366,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187730333013
367,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187780981160
368,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187831470875
369,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187882115576
370,0,19.7999992370605,19.6000003814697,36.0,93.0,637180187932741609
371,0,19.7999992370605,19.6000003814697,37.0,93.0,637180187983368082
372,0,19.7999992370605,19.6000003814697,37.0,93.0,637180188033995056
373,0,19.8999996185303,19.6000003814697,37.0,93.0,637180188084622264
374,0,19.7999992370605,19.6000003814697,37.0,93.0,637180188135267266
375,0,19.7999992370605,19.7000007629395,37.0,93.0,637180188185894206
376,0,19.7999992370605,19.6000003814697,37.0,93.0,637180188236541630
377,0,19.7999992370605,19.6000003814697,37.0,93.0,637180188287168701
378,0,19.7999992370605,19.6000003814697,37.0,93.0,637180188337658866
379,0,19.7999992370605,19.6000003814697,38.0,93.0,637180188388304199
380,0,19.7999992370605,19.6000003814697,38.0,93.0,637180188438931310
381,0,19.7999992370605,19.6000003814697,39.0,93.0,637180188489558067
382,0,19.7999992370605,19.6000003814697,38.0,93.0,637180188540220819
383,0,19.7999992370605,19.7000007629395,38.0,93.0,637180188590848283
384,0,19.7999992370605,19.6000003814697,38.0,93.0,637180188641360750
385,0,19.7999992370605,19.6000003814697,38.0,93.0,637180188692021923
386,0,19.7999992370605,19.6000003814697,38.0,93.0,637180188742668527
387,0,19.7999992370605,19.6000003814697,37.0,93.0,637180188793298829
388,0,19.7999992370605,19.6000003814697,37.0,93.0,637180188843810344
389,0,19.7999992370605,19.6000003814697,38.0,93.0,637180188894480503
390,0,19.7999992370605,19.6000003814697,38.0,93.0,637180188945011044
391,0,19.7999992370605,19.6000003814697,37.0,93.0,637180188995699853
392,0,19.7999992370605,19.6000003814697,38.0,93.0,637180189046350006
393,0,19.7999992370605,19.6000003814697,38.0,93.0,637180189096880502
394,0,19.7999992370605,19.6000003814697,37.0,93.0,637180189147589652
395,0,19.7999992370605,19.6000003814697,37.0,93.0,637180189198097344
396,0,19.7999992370605,19.6000003814697,37.0,93.0,637180189248762398
397,0,19.7999992370605,19.6000003814697,37.0,93.0,637180189299320381
398,0,19.7999992370605,19.6000003814697,37.0,93.0,637180189349997024
399,0,19.7999992370605,19.6000003814697,37.0,93.0,637180189400560329
400,0,19.7999992370605,19.6000003814697,37.0,93.0,637180189451210021
401,0,19.7000007629395,19.5,37.0,93.0,637180189501893046
402,0,19.7999992370605,19.6000003814697,37.0,93.0,637180189552403513
403,2,19.7000007629395,19.5,37.0,93.0,637180189603100219
